thoughtfully,1,思慮深く,不注意に,貪欲に,完全に,TOEIC900点レベル,副詞,データなし,思慮深く
abridged,1,要約された,計画的な,詳細な,慎重な,TOEIC900点レベル,形容詞,データなし,要約された
carpool,1,相乗りする,タクシーを呼ぶ,時を刻む,悪化する,TOEIC900点レベル,動詞,データなし,相乗りする
compatible,1,相性が良い,周囲の,必要な,熱心な,TOEIC900点レベル,形容詞,データなし,相性が良い
endorse,1,推薦する,妨げる,投資する,賞賛する,TOEIC900点レベル,動詞,広告・宣伝,推薦する
explicit,1,明白な,一時的な,緊急の,無礼な,TOEIC900点レベル,形容詞,データなし,明白な
keenly,1,痛烈に,落ち着いて,突然に,心から,TOEIC900点レベル,副詞,データなし,痛烈に
plaque,1,盾,サンプル,機会,報告書,TOEIC900点レベル,名詞,データなし,盾
dilute,1,薄める,消滅する,恐れる,溶け込む,TOEIC900点レベル,動詞,データなし,薄める
exempt,1,免除された,許可された,適用された,更新された,TOEIC900点レベル,形容詞,間違えやすい単語,免除された
centerpiece,1,中心になるもの,讃美歌,中心街,欠片,TOEIC900点レベル,名詞,データなし,中心になるもの
oversight,1,見落とし,夜ふかし,期限切れ,抵抗,TOEIC900点レベル,名詞,データなし,見落とし
privileged,1,光栄な,信頼できる,優れた,望ましい,TOEIC900点レベル,形容詞,データなし,光栄な
recur,1,再発する,磨く,誘発する,調合する,TOEIC900点レベル,動詞,データなし,再発する
skeptical,1,懐疑的な,善意のある,大胆な,責任のある,TOEIC900点レベル,形容詞,データなし,懐疑的な
sustainable,1,環境に優しい,共有可能な,頑丈な,隠れた,TOEIC900点レベル,形容詞,データなし,環境に優しい
artifact,1,工芸品,引用,挑戦,汚染,TOEIC900点レベル,名詞,データなし,工芸品
keynote,1,基調となる,直接的な,革新的な,バランスの良い,TOEIC900点レベル,形容詞,データなし,基調となる
breathtaking,1,息をのむほどの,疲れた,不快な,耐久性のある,TOEIC900点レベル,形容詞,データなし,息をのむほどの
cubicle,1,小部屋,手配,錠剤,個包装,TOEIC900点レベル,名詞,データなし,小部屋
outage,1,機能停止期間,飢餓,資格,暴動,TOEIC900点レベル,名詞,データなし,機能停止期間
perishable,1,傷みやすい,陶器の,辛い,柔らかい,TOEIC900点レベル,形容詞,データなし,傷みやすい
avid,1,熱心な,不規則な,退屈な,おかしな,TOEIC900点レベル,形容詞,データなし,熱心な
detour,1,回り道,外交官,誘拐,誤解,TOEIC900点レベル,名詞,データなし,回り道
expedite,1,促進させる,妨害する,分解する,制限する,TOEIC900点レベル,動詞,データなし,促進させる
vicinity,1,近所,価格,眺望,貴重品,TOEIC900点レベル,名詞,データなし,近所
affiliated,1,提携した,物議を醸す,隠された,適切な,TOEIC900点レベル,形容詞,企業形態・企業関連,提携した
definitive,1,決定版の,説得力のある,複雑な,否定的な,TOEIC900点レベル,形容詞,データなし,決定版の
demolish,1,解体する,支配する,建設する,減少する,TOEIC900点レベル,動詞,データなし,解体する
feasible,1,実現可能な,機能的な,好感の持てる,不可能な,TOEIC900点レベル,形容詞,データなし,実現可能な
inaugural,1,初開催の,無意味な,偶発的な,不可欠な,TOEIC900点レベル,形容詞,データなし,初開催の
installment,1,分割払いの一回分,楽器,支払い期限,予約,TOEIC900点レベル,名詞,値段・料金,分割払いの一回分
redeemable,1,交換可能な,不正な,非現実的な,キャッシュレスの,TOEIC900点レベル,形容詞,データなし,交換可能な
streamline,1,合理化する,大量生産する,拡大する,流れを変える,TOEIC900点レベル,動詞,企業形態・企業関連,合理化する
insulation,1,絶縁,火災,乾杯,復習,TOEIC900点レベル,名詞,データなし,絶縁
intact,1,傷がない,新しい,危機に瀕した,携帯の,TOEIC900点レベル,形容詞,運送・納品,傷がない
occupancy,1,占有,解雇,停滞,開発,TOEIC900点レベル,名詞,データなし,占有
turnover,1,離職率,継続性,過剰摂取,繰り越し,TOEIC900点レベル,名詞,雇用・求人募集,離職率
unanimous,1,満場一致の,疑わしい,変化しない,匿名の,TOEIC900点レベル,形容詞,会議・議論,満場一致の
deteriorate,1,悪化する,洗浄する,漂白する,例をあげる,TOEIC900点レベル,動詞,データなし,悪化する
sturdy,1,頑丈な,優美な,貴重な,大量の,TOEIC900点レベル,形容詞,データなし,頑丈な
adverse,1,よくない,助けになる,現実的な,謙虚な,TOEIC900点レベル,形容詞,データなし,よくない
bearer,1,持参人,混乱させるもの,偏見のある人,管理人,TOEIC900点レベル,名詞,データなし,持参人
unprecedented,1,前例のない,必要な,刺激的な,落ち着いた,TOEIC900点レベル,形容詞,データなし,前例のない
botanical,1,植物の,宇宙の,明確な,進歩的な,TOEIC900点レベル,形容詞,データなし,植物の
commensurate,1,釣り合った,驚くべき,誇張された,神秘的な,TOEIC900点レベル,形容詞,データなし,釣り合った
consecutive,1,連続した,色鮮やかな,深刻な,冷静,TOEIC900点レベル,形容詞,データなし,連続した
deliberation,1,熟考,逆境,配達,神経,TOEIC900点レベル,名詞,データなし,熟考
discreetly,1,思慮深く,いい加減に,熱狂的に,厳格に,TOEIC900点レベル,副詞,データなし,思慮深く
entail,1,必然的に伴う,固定の,多様な,長期間の,TOEIC900点レベル,形容詞,データなし,必然的に伴う
fluctuation,1,変動,要約,規制緩和,注意喚起,TOEIC900点レベル,名詞,データなし,変動
foremost,1,最高の,前向きな,非合理的な,選択肢の多い,TOEIC900点レベル,形容詞,データなし,最高の
imperative,1,急を要する,誤解を招く,支配的な,直感的な,TOEIC900点レベル,形容詞,データなし,急を要する
mandatory,1,強制の,親密な,有利な,限定的な,TOEIC900点レベル,形容詞,データなし,強制の
meticulously,1,細心の注意を払って,嫉妬深く,意味ありげに,高圧的に,TOEIC900点レベル,副詞,データなし,細心の注意を払って
outreach,1,福祉活動,営業,国際会議,罰金,TOEIC900点レベル,名詞,データなし,福祉活動
tenure,1,在職期間,告発,授業料,契約満了,TOEIC900点レベル,名詞,データなし,在職期間
versatile,1,多才な,穏やかな,目立った,限られた,TOEIC900点レベル,形容詞,データなし,多才な
alleviate,1,和らげる,急ぐ,告訴する,低下する,TOEIC900点レベル,動詞,データなし,和らげる
exemplary,1,模範的な,面倒な,典型的な,詳細な,TOEIC900点レベル,形容詞,データなし,模範的な
gala,1,祝祭,中央集権,模型,収集癖,TOEIC900点レベル,名詞,データなし,祝祭
mural,1,壁画,相乗効果,無関心,広告,TOEIC900点レベル,名詞,データなし,壁画
proprietor,1,所有者,監督,開発者,探検家,TOEIC900点レベル,名詞,間違えやすい単語,所有者
stagnant,1,停滞した,活気のある,崩壊した,酔っ払った,TOEIC900点レベル,形容詞,データなし,停滞した
stringent,1,非常に厳しい,優柔不断な,陰気な,不思議な,TOEIC900点レベル,形容詞,データなし,非常に厳しい
testimonial,1,推薦文,試験,記念碑,抗体,TOEIC900点レベル,名詞,雇用・求人募集,推薦文
turnout,1,参加者数,逆転,脱線,採用人数,TOEIC900点レベル,名詞,データなし,参加者数
waive,1,差し控える,維持する,緊張する,拍手する,TOEIC900点レベル,動詞,間違えやすい単語,差し控える
faucet,1,蛇口,コンセント,豆電球,霧雨,TOEIC900点レベル,名詞,データなし,蛇口
amendment,1,改正,不動産,捕鯨,引っ越し,TOEIC900点レベル,名詞,データなし,改正
anonymous,1,匿名の,無罪の,非難の的の,よく練られた,TOEIC900点レベル,形容詞,データなし,匿名の
fraud,1,詐欺,洪水,空想,常習犯,TOEIC900点レベル,名詞,裁判・法律,詐欺
liable,1,法的責任がある,貴重な,信頼できる,隠された,TOEIC900点レベル,形容詞,裁判・法律,法的責任のある
considerate,1,思いやりのある,真剣な,無関心な,大胆な,TOEIC900点レベル,形容詞,間違えやすい単語,思いやりのある
consolidate,1,統合する,解散する,追放する,回避する,TOEIC900点レベル,動詞,企業形態・企業関連,統合する
vigorous,1,活気のある,微弱な,壮大な,有益な,TOEIC900点レベル,形容詞,データなし,活気のある
retreat,1,研修旅行,奨励金,保証書,評論,TOEIC900点レベル,名詞,データなし,研修旅行
custodian,1,管理人,裁判官,技師,社説,TOEIC900点レベル,名詞,データなし,管理人
forge,1,築く,異議を唱える,妨げる,縮める,TOEIC900点レベル,動詞,データなし,築く
impending,1,差し迫った,独立した,冷たい,停止した,TOEIC900点レベル,形容詞,データなし,差し迫った
itemize,1,項目別にする,初期化する,棚卸しする,購入する,TOEIC900点レベル,動詞,データなし,項目別にする
liaison,1,連絡係,肺炎,遺産,構造,TOEIC900点レベル,名詞,連絡(手紙・メール・電話),連絡係
objectionable,1,不快な,奇抜な,わざとらしい,予定調和の,TOEIC900点レベル,形容詞,データなし,不快な
repave,1,再舗装する,出し入れする,置き換える,繰り返す,TOEIC900点レベル,動詞,データなし,再舗装する
shortcoming,1,欠点,短期間,定期,再来,TOEIC900点レベル,名詞,データなし,欠点
viable,1,実行可能な,腐りやすい,楽観的な,許可された,TOEIC900点レベル,形容詞,データなし,実行可能な
memorabilia,1,記念品,記憶,理想郷,写真,TOEIC900点レベル,名詞,データなし,記念品
deplete,1,枯渇させる,埋める,逆らう,放棄する,TOEIC900点レベル,動詞,データなし,枯渇させる
jeopardy,1,危機,火災,睡眠,疑念,TOEIC900点レベル,名詞,データなし,危機
nominal,1,ほんのわずかの,矛盾した,無限の,受賞した,TOEIC900点レベル,形容詞,データなし,ほんのわずかの
deviate,1,それる,議論する,開始する,変換する,TOEIC900点レベル,動詞,データなし,それる
forfeit,1,没収される,投資する,商品化する,諦める,TOEIC900点レベル,動詞,裁判・法律,没収される
bolster,1,強化する,疑う,削減する,滑走する,TOEIC900点レベル,動詞,データなし,強化する
optimal,1,最適な,基本的な,豊富な,遺恨の残る,TOEIC900点レベル,形容詞,データなし,最適な
purveyor,1,供給業者,役者,論客,詐欺師,TOEIC900点レベル,名詞,データなし,供給業者
raffle,1,福引,小麦粉,織物,賞金,TOEIC900点レベル,名詞,データなし,福引
ventilation,1,換気,装備,通信,報道,TOEIC900点レベル,名詞,データなし,換気
unwavering,1,断固とした,でこぼこの,波のある,干潮の,TOEIC900点レベル,形容詞,データなし,断固とした
exponentially,1,加速度的に,説明的に,重々しく,部分的に,TOEIC900点レベル,副詞,データなし,加速度的に
paralegal,1,弁護士補助員,特派員,営業,裁判官,TOEIC900点レベル,名詞,職業名,弁護士補助員
recompense,1,弁償する,保証する,責任を負う,報いる,TOEIC900点レベル,動詞,損害賠償・保険,弁償する
indemnify,1,弁償する,保証する,責任を負う,報いる,TOEIC900点レベル,動詞,損害賠償・保険,弁償する
allegedly,1,伝えられるところでは,自動的に,安全に,暗に,TOEIC900点レベル,副詞,報道・出版,伝えられるところでは
